平均速度,平均行驶速度,平均加速度,平均减速度,怠速时间比,加速时间比,减速时间比,速度标准差,加速度标准差
processed_data/file3_fragments/fragment125.csv,16.93,38.62,3.08,-4.74,0.56,0.28,0.18,20.11,4.69
processed_data/file3_fragments/fragment126.csv,1.32,12.40,6.90,-3.45,0.89,0.04,0.09,3.88,2.41
processed_data/file3_fragments/fragment127.csv,8.48,20.86,2.67,-2.13,0.59,0.19,0.24,10.83,2.45
processed_data/file3_fragments/fragment128.csv,8.84,22.22,1.55,-1.55,0.60,0.19,0.19,11.62,1.63
processed_data/file3_fragments/fragment129.csv,2.86,22.65,2.78,-2.55,0.87,0.06,0.06,7.80,1.86
processed_data/file3_fragments/fragment130.csv,21.96,26.16,1.43,-1.55,0.18,0.42,0.39,12.27,2.05
processed_data/file3_fragments/fragment131.csv,26.58,40.26,1.34,-1.98,0.35,0.39,0.26,24.12,3.42
processed_data/file3_fragments/fragment132.csv,23.29,31.86,1.46,-1.50,0.27,0.35,0.34,15.64,2.25
processed_data/file3_fragments/fragment133.csv,10.77,19.63,1.29,-1.21,0.45,0.22,0.23,10.43,1.54
processed_data/file3_fragments/fragment134.csv,11.87,21.32,1.96,-2.24,0.49,0.33,0.29,10.68,3.69
processed_data/file3_fragments/fragment135.csv,45.98,47.55,1.66,-2.04,0.03,0.46,0.38,24.14,6.31
processed_data/file3_fragments/fragment136.csv,17.39,26.85,2.10,-1.75,0.35,0.29,0.34,14.70,2.49
processed_data/file3_fragments/fragment137.csv,19.67,33.00,1.19,-2.52,0.41,0.42,0.20,17.60,2.21
processed_data/file3_fragments/fragment138.csv,40.59,41.55,1.14,-1.69,0.03,0.49,0.33,13.00,2.72
processed_data/file3_fragments/fragment139.csv,36.45,38.52,1.86,-4.45,0.06,0.53,0.22,13.46,5.48
processed_data/file3_fragments/fragment140.csv,0.27,12.30,12.30,-12.30,0.98,0.02,0.02,1.81,2.62
processed_data/file3_fragments/fragment141.csv,37.82,44.34,1.44,-1.78,0.15,0.42,0.34,17.92,2.78
processed_data/file3_fragments/fragment142.csv,15.98,24.75,1.55,-2.66,0.35,0.40,0.23,12.83,2.55
processed_data/file3_fragments/fragment143.csv,7.28,21.07,1.86,-2.16,0.66,0.20,0.17,10.46,2.09
processed_data/file3_fragments/fragment144.csv,8.91,15.08,1.23,-1.55,0.55,0.44,0.35,6.62,1.93
processed_data/file3_fragments/fragment145.csv,8.75,29.59,3.61,-3.61,0.70,0.15,0.15,15.32,3.67
processed_data/file3_fragments/fragment146.csv,20.26,35.34,1.30,-1.41,0.43,0.28,0.26,18.78,2.12
processed_data/file3_fragments/fragment147.csv,41.51,45.60,1.26,-2.62,0.09,0.58,0.28,19.02,2.29
processed_data/file3_fragments/fragment148.csv,15.04,38.59,1.54,-2.63,0.61,0.24,0.14,20.24,1.67
processed_data/file3_fragments/fragment149.csv,22.28,34.31,1.70,-47.70,0.36,0.68,0.02,18.87,7.80
processed_data/file3_fragments/fragment150.csv,48.60,48.84,1.00,-1.47,0.01,0.53,0.36,13.24,4.05
processed_data/file3_fragments/fragment151.csv,25.96,35.56,1.25,-1.21,0.28,0.31,0.32,17.71,1.71
processed_data/file3_fragments/fragment152.csv,8.05,31.82,5.38,-3.07,0.75,0.10,0.17,14.68,3.98
processed_data/file3_fragments/fragment153.csv,8.65,30.27,2.89,-3.68,0.71,0.17,0.13,14.61,2.59
processed_data/file3_fragments/fragment154.csv,30.34,42.84,1.19,-1.55,0.29,0.38,0.29,22.63,2.40
processed_data/file3_fragments/fragment155.csv,42.97,67.44,1.56,-1.48,0.36,0.30,0.32,36.35,1.87
processed_data/file3_fragments/fragment156.csv,1.92,nan,6.60,-2.20,1.00,0.12,0.38,2.96,3.08
processed_data/file3_fragments/fragment157.csv,91.13,91.60,0.93,-1.03,0.01,0.29,0.26,23.22,3.15
processed_data/file3_fragments/fragment158.csv,38.41,47.90,1.43,-2.19,0.20,0.43,0.28,23.02,2.92
processed_data/file3_fragments/fragment159.csv,1.97,15.80,8.85,-8.85,0.88,0.06,0.06,5.35,3.72
processed_data/file3_fragments/fragment160.csv,0.66,12.53,3.42,-2.14,0.95,0.02,0.04,2.83,1.02
processed_data/file3_fragments/fragment161.csv,14.42,22.83,2.74,-2.40,0.42,0.14,0.16,12.67,2.67
processed_data/file3_fragments/fragment162.csv,43.52,44.09,1.38,-1.52,0.01,0.49,0.44,14.94,2.54
processed_data/file3_fragments/fragment163.csv,50.01,52.45,0.98,-1.37,0.05,0.52,0.37,15.45,1.97
processed_data/file3_fragments/fragment164.csv,12.87,42.44,1.47,-3.24,0.70,0.21,0.09,21.61,3.90
processed_data/file3_fragments/fragment165.csv,51.55,57.91,1.41,-2.52,0.11,0.58,0.33,29.57,2.98
processed_data/file3_fragments/fragment166.csv,9.06,12.78,1.99,-1.52,0.44,0.34,0.45,5.28,2.65
processed_data/file3_fragments/fragment167.csv,35.15,44.03,2.77,-3.03,0.20,0.38,0.35,20.73,4.80
processed_data/file3_fragments/fragment168.csv,22.42,40.23,1.34,-2.50,0.45,0.37,0.20,22.08,1.82
processed_data/file3_fragments/fragment169.csv,40.37,43.84,1.13,-1.57,0.08,0.52,0.37,19.28,2.00
processed_data/file3_fragments/fragment170.csv,10.89,16.98,2.48,-2.83,0.38,0.40,0.35,8.42,3.58
processed_data/file3_fragments/fragment171.csv,5.80,16.11,2.39,-2.39,0.65,0.20,0.20,8.06,2.11
processed_data/file3_fragments/fragment172.csv,13.26,18.72,3.51,-2.73,0.29,0.30,0.39,9.57,3.92
processed_data/file3_fragments/fragment173.csv,6.10,14.28,1.20,-1.07,0.58,0.20,0.22,7.23,1.31
processed_data/file3_fragments/fragment174.csv,16.16,19.45,1.42,-2.00,0.18,0.49,0.35,7.88,2.58
processed_data/file3_fragments/fragment175.csv,18.48,40.48,1.66,-2.66,0.55,0.27,0.17,22.04,2.83
processed_data/file3_fragments/fragment176.csv,0.10,nan,0.10,-0.30,1.00,0.50,0.17,0.12,0.15
processed_data/file3_fragments/fragment177.csv,0.03,nan,0.10,-0.10,1.00,0.33,0.33,0.05,0.10
processed_data/file3_fragments/fragment178.csv,64.25,65.96,1.63,-3.90,0.03,0.44,0.18,24.96,5.67
processed_data/file3_fragments/fragment179.csv,22.23,30.58,2.95,-4.08,0.27,0.07,0.05,14.74,2.07
processed_data/file3_fragments/fragment180.csv,7.84,28.14,1.91,-2.25,0.72,0.15,0.13,14.45,3.04
processed_data/file3_fragments/fragment181.csv,14.49,28.66,1.64,-1.69,0.53,0.31,0.30,15.16,2.08
processed_data/file3_fragments/fragment182.csv,1.83,10.38,2.95,-3.93,0.88,0.12,0.09,3.95,2.61
processed_data/file3_fragments/fragment183.csv,0.35,12.17,2.32,-6.95,0.97,0.02,0.01,2.06,1.04
processed_data/file3_fragments/fragment184.csv,13.15,36.72,1.09,-2.19,0.64,0.24,0.12,18.43,1.82
processed_data/file3_fragments/fragment185.csv,8.38,14.12,1.65,-2.46,0.49,0.37,0.25,6.62,2.45
processed_data/file3_fragments/fragment186.csv,11.71,16.96,5.85,-8.05,0.37,0.42,0.31,7.28,8.08
processed_data/file3_fragments/fragment187.csv,8.82,17.10,8.55,-17.10,0.50,0.22,0.11,8.76,7.96
processed_data/file3_fragments/fragment188.csv,8.62,18.03,6.11,-7.47,0.54,0.16,0.13,9.05,4.87
processed_data/file3_fragments/fragment189.csv,2.60,31.74,22.94,-22.94,0.92,0.08,0.08,9.77,11.09
processed_data/file3_fragments/fragment190.csv,9.00,30.21,2.10,-7.14,0.70,0.09,0.03,14.08,2.50
processed_data/file3_fragments/fragment191.csv,19.17,26.27,2.43,-2.81,0.31,0.48,0.42,12.84,3.04
processed_data/file3_fragments/fragment192.csv,21.87,24.04,2.06,-3.63,0.10,0.60,0.34,9.75,4.11
processed_data/file3_fragments/fragment193.csv,8.60,26.06,1.89,-3.46,0.67,0.22,0.12,13.29,2.46
processed_data/file3_fragments/fragment194.csv,27.73,35.09,1.42,-1.45,0.21,0.38,0.37,16.53,1.93
processed_data/file3_fragments/fragment195.csv,4.58,14.83,2.58,-1.66,0.69,0.13,0.21,7.02,2.03
processed_data/file3_fragments/fragment196.csv,31.06,34.64,2.06,-1.48,0.11,0.36,0.50,13.44,2.48
processed_data/file3_fragments/fragment197.csv,23.80,35.40,0.81,-0.99,0.33,0.32,0.26,17.80,1.44
processed_data/file3_fragments/fragment198.csv,3.74,13.54,2.57,-3.54,0.76,0.18,0.13,6.00,3.12
processed_data/file3_fragments/fragment199.csv,22.57,28.61,1.40,-2.10,0.21,0.40,0.27,14.18,2.82
processed_data/file3_fragments/fragment200.csv,26.40,45.21,1.62,-2.08,0.42,0.31,0.24,24.12,2.61
processed_data/file3_fragments/fragment201.csv,18.25,39.04,2.29,-2.82,0.53,0.25,0.20,20.70,2.58
processed_data/file3_fragments/fragment202.csv,33.19,36.01,1.17,-1.59,0.08,0.49,0.36,12.93,2.24
processed_data/file3_fragments/fragment203.csv,8.73,25.15,2.56,-2.24,0.67,0.17,0.20,12.68,2.13
processed_data/file3_fragments/fragment204.csv,22.76,40.06,2.49,-4.07,0.43,0.36,0.22,20.56,6.27
processed_data/file3_fragments/fragment205.csv,12.45,24.91,3.01,-1.90,0.50,0.20,0.32,13.48,2.74
processed_data/file3_fragments/fragment206.csv,3.39,13.68,1.63,-2.14,0.79,0.17,0.13,5.71,1.61
processed_data/file3_fragments/fragment207.csv,11.80,34.65,1.52,-1.67,0.66,0.18,0.16,17.21,1.53
processed_data/file3_fragments/fragment208.csv,29.27,37.79,2.11,-1.43,0.23,0.31,0.46,18.79,4.16
processed_data/file3_fragments/fragment209.csv,26.59,38.04,1.12,-2.94,0.30,0.45,0.17,20.37,2.37
processed_data/file3_fragments/fragment210.csv,11.75,38.55,2.00,-4.15,0.70,0.21,0.10,18.74,2.54
processed_data/file3_fragments/fragment211.csv,17.99,32.54,2.70,-3.05,0.45,0.31,0.28,17.51,2.98
processed_data/file3_fragments/fragment212.csv,38.01,41.81,1.16,-1.51,0.09,0.51,0.39,16.02,1.73
processed_data/file3_fragments/fragment213.csv,1.98,15.19,4.77,-3.18,0.88,0.07,0.10,5.04,2.12
processed_data/file3_fragments/fragment214.csv,0.03,nan,0.10,-0.10,1.00,0.33,0.33,0.05,0.10
processed_data/file3_fragments/fragment215.csv,33.32,36.62,1.29,-1.98,0.10,0.55,0.36,14.58,2.15
processed_data/file3_fragments/fragment216.csv,20.55,23.34,1.57,-1.23,0.12,0.38,0.48,9.10,2.94
processed_data/file3_fragments/fragment217.csv,39.69,48.35,1.27,-1.34,0.18,0.36,0.34,20.96,2.98
processed_data/file3_fragments/fragment218.csv,44.31,47.90,1.27,-1.80,0.08,0.51,0.36,18.16,2.99
processed_data/file3_fragments/fragment219.csv,20.66,25.31,2.09,-2.28,0.20,0.43,0.39,11.75,3.68
processed_data/file3_fragments/fragment220.csv,8.31,18.34,1.70,-2.29,0.59,0.27,0.20,9.30,2.91
processed_data/file3_fragments/fragment221.csv,13.63,17.42,2.33,-1.77,0.32,0.39,0.51,8.60,3.45
processed_data/file3_fragments/fragment222.csv,14.60,26.81,1.29,-2.14,0.46,0.30,0.18,14.99,1.83
processed_data/file3_fragments/fragment223.csv,3.54,21.85,2.42,-2.14,0.84,0.09,0.10,8.39,1.47
processed_data/file3_fragments/fragment224.csv,17.98,20.63,1.34,-1.32,0.19,0.46,0.47,7.94,1.91
processed_data/file3_fragments/fragment225.csv,18.24,38.48,1.13,-1.52,0.53,0.24,0.18,21.18,1.59
processed_data/file3_fragments/fragment226.csv,33.46,43.73,1.00,-1.30,0.23,0.39,0.30,20.77,1.62
processed_data/file3_fragments/fragment227.csv,25.52,39.02,0.83,-1.05,0.35,0.31,0.24,19.32,2.44
processed_data/file3_fragments/fragment228.csv,45.65,47.01,1.84,-2.26,0.03,0.50,0.41,12.12,5.37
processed_data/file3_fragments/fragment229.csv,4.57,13.84,2.69,-2.15,0.69,0.17,0.21,6.56,2.43
processed_data/file3_fragments/fragment230.csv,0.38,13.05,6.75,-13.50,0.97,0.03,0.01,2.21,2.26
processed_data/file3_fragments/fragment231.csv,7.93,16.53,3.23,-3.88,0.55,0.32,0.26,8.48,3.87
processed_data/file3_fragments/fragment232.csv,17.71,25.23,2.50,-1.87,0.33,0.36,0.47,12.25,4.74
processed_data/file3_fragments/fragment233.csv,19.11,30.46,1.59,-1.91,0.38,0.34,0.29,15.92,2.16
processed_data/file3_fragments/fragment234.csv,39.23,42.35,1.16,-1.57,0.08,0.52,0.38,18.77,4.01
processed_data/file3_fragments/fragment235.csv,48.41,50.66,1.21,-1.34,0.05,0.46,0.42,19.07,2.55
processed_data/file3_fragments/fragment236.csv,26.40,35.39,1.34,-2.20,0.26,0.48,0.30,19.15,2.35
processed_data/file3_fragments/fragment237.csv,24.77,32.26,1.22,-1.67,0.23,0.42,0.30,15.93,3.04
processed_data/file3_fragments/fragment238.csv,28.48,37.14,1.26,-1.42,0.23,0.40,0.36,18.03,1.86
processed_data/file3_fragments/fragment239.csv,23.40,40.05,1.68,-1.52,0.42,0.26,0.29,25.62,3.88
processed_data/file3_fragments/fragment240.csv,6.14,23.31,3.97,-2.89,0.75,0.13,0.18,10.22,3.33
processed_data/file3_fragments/fragment241.csv,0.03,nan,0.20,-0.10,1.00,0.12,0.25,0.07,0.09
processed_data/file3_fragments/fragment242.csv,12.05,16.96,1.98,-2.25,0.37,0.46,0.41,7.33,2.78
processed_data/file3_fragments/fragment243.csv,13.15,19.10,1.51,-1.66,0.40,0.41,0.37,8.73,2.20
processed_data/file3_fragments/fragment244.csv,3.20,11.98,1.91,-1.52,0.77,0.14,0.17,5.08,1.61
processed_data/file3_fragments/fragment245.csv,19.98,27.72,1.63,-1.88,0.28,0.35,0.31,13.49,2.85
processed_data/file3_fragments/fragment246.csv,46.35,60.13,1.19,-2.38,0.23,0.47,0.24,28.77,3.52
processed_data/file3_fragments/fragment247.csv,17.03,28.43,2.47,-4.45,0.42,0.42,0.23,17.64,6.49
processed_data/file3_fragments/fragment248.csv,13.08,25.23,37.80,-4.20,0.50,0.08,0.69,14.45,11.60
processed_data/file3_fragments/fragment249.csv,45.10,48.76,1.24,-1.35,0.08,0.43,0.40,19.67,1.91
processed_data/file3_fragments/fragment250.csv,23.43,35.94,1.45,-1.80,0.35,0.36,0.29,18.23,2.06
processed_data/file3_fragments/fragment251.csv,16.10,20.79,1.76,-1.95,0.27,0.42,0.38,9.62,2.60
processed_data/file3_fragments/fragment252.csv,12.07,27.22,4.03,-1.55,0.56,0.13,0.33,13.79,3.82
processed_data/file3_fragments/fragment253.csv,20.55,26.36,1.41,-1.96,0.23,0.54,0.39,12.70,2.45
processed_data/file3_fragments/fragment254.csv,22.85,30.32,1.67,-1.59,0.26,0.37,0.39,17.80,2.84
processed_data/file3_fragments/fragment255.csv,44.49,50.26,1.17,-1.90,0.12,0.54,0.33,20.40,2.14
processed_data/file3_fragments/fragment256.csv,29.61,51.07,11.57,-2.04,0.42,0.09,0.50,28.01,8.57
processed_data/file3_fragments/fragment257.csv,52.38,55.35,1.30,-1.53,0.05,0.48,0.41,18.57,2.88
processed_data/file3_fragments/fragment258.csv,29.94,41.61,1.71,-2.57,0.28,0.44,0.30,23.04,2.63
processed_data/file3_fragments/fragment259.csv,31.20,47.18,1.62,-3.05,0.34,0.45,0.24,26.35,2.46
processed_data/file3_fragments/fragment260.csv,8.95,28.39,55.50,-2.77,0.71,0.02,0.45,14.75,8.77
processed_data/file3_fragments/fragment261.csv,22.88,31.07,2.21,-44.20,0.28,0.83,0.04,16.11,9.52
processed_data/file3_fragments/fragment262.csv,25.67,29.06,1.24,-1.09,0.12,0.38,0.43,10.92,1.65
processed_data/file3_fragments/fragment263.csv,54.32,64.63,1.52,-1.31,0.16,0.33,0.39,34.99,3.23
processed_data/file3_fragments/fragment264.csv,5.58,10.60,1.53,-0.92,0.85,0.20,0.33,4.54,1.96
processed_data/file3_fragments/fragment265.csv,22.45,29.39,1.07,-1.11,0.24,0.34,0.33,15.22,1.53
processed_data/file3_fragments/fragment266.csv,14.97,43.71,3.12,-1.30,0.66,0.10,0.24,21.95,3.93
processed_data/file3_fragments/fragment267.csv,26.81,30.94,1.28,-1.38,0.14,0.44,0.41,13.35,1.85
processed_data/file3_fragments/fragment268.csv,10.68,20.21,2.06,-1.72,0.51,0.27,0.32,10.44,2.24
processed_data/file3_fragments/fragment269.csv,19.79,22.97,1.43,-1.73,0.15,0.45,0.38,11.50,3.16
processed_data/file3_fragments/fragment270.csv,2.68,11.86,4.23,-2.54,0.83,0.11,0.18,4.74,2.40
processed_data/file3_fragments/fragment271.csv,14.69,18.08,1.56,-1.69,0.24,0.47,0.43,7.23,2.31
processed_data/file3_fragments/fragment272.csv,27.79,34.36,1.14,-1.45,0.19,0.44,0.35,18.94,1.91
processed_data/file3_fragments/fragment273.csv,30.43,41.60,1.26,-1.95,0.27,0.44,0.28,20.56,2.41
processed_data/file3_fragments/fragment274.csv,49.39,58.55,1.11,-3.13,0.16,0.52,0.18,27.59,3.35
processed_data/file3_fragments/fragment275.csv,52.45,56.84,2.71,-1.72,0.08,0.33,0.52,21.61,6.97
processed_data/file3_fragments/fragment276.csv,2.00,11.43,3.17,-3.17,0.82,0.10,0.10,4.41,2.39
processed_data/file3_fragments/fragment277.csv,39.17,50.92,1.18,-1.85,0.23,0.46,0.29,24.41,3.08
processed_data/file3_fragments/fragment278.csv,23.42,26.80,1.83,-1.92,0.14,0.43,0.41,12.49,2.84
processed_data/file3_fragments/fragment279.csv,36.36,48.93,1.25,-1.61,0.26,0.39,0.31,24.97,2.76
processed_data/file3_fragments/fragment280.csv,40.09,57.85,1.50,-4.49,0.31,0.53,0.18,30.85,2.83
processed_data/file3_fragments/fragment281.csv,52.97,59.81,2.25,-2.00,0.12,0.39,0.44,25.34,4.69
processed_data/file3_fragments/fragment282.csv,17.85,30.83,3.04,-2.31,0.42,0.25,0.33,18.88,2.86
processed_data/file3_fragments/fragment283.csv,41.82,46.47,0.86,-0.93,0.10,0.44,0.40,17.92,1.72
processed_data/file3_fragments/fragment284.csv,27.40,33.52,1.39,-0.99,0.18,0.31,0.43,14.82,1.79
processed_data/file3_fragments/fragment285.csv,12.85,17.17,1.34,-1.15,0.29,0.32,0.37,7.17,1.99
processed_data/file3_fragments/fragment286.csv,13.16,18.26,1.04,-0.62,0.28,0.22,0.36,8.44,2.22
processed_data/file3_fragments/fragment287.csv,11.36,16.92,0.75,-0.52,0.33,0.25,0.36,8.12,1.39
processed_data/file3_fragments/fragment288.csv,2.79,14.66,2.88,-0.51,0.81,0.03,0.15,5.81,1.32
processed_data/file3_fragments/fragment289.csv,3.96,17.64,1.71,-1.28,0.78,0.10,0.13,7.50,1.24
processed_data/file3_fragments/fragment290.csv,7.34,16.70,3.96,-19.80,0.62,0.71,0.14,8.42,9.15
processed_data/file3_fragments/fragment291.csv,75.59,79.56,0.98,-1.10,0.05,0.45,0.40,31.85,3.03
processed_data/file3_fragments/fragment292.csv,23.93,28.72,2.01,-2.42,0.17,0.42,0.35,12.28,3.16
processed_data/file3_fragments/fragment293.csv,23.27,39.10,0.97,-2.65,0.41,0.43,0.16,21.01,2.18
processed_data/file3_fragments/fragment294.csv,24.79,36.36,1.45,-44.80,0.33,0.65,0.02,18.48,6.70
processed_data/file3_fragments/fragment295.csv,16.63,40.75,1.87,-2.95,0.59,0.23,0.15,21.18,2.91
processed_data/file3_fragments/fragment296.csv,4.70,16.43,1.43,-1.57,0.72,0.16,0.15,7.52,1.31
processed_data/file3_fragments/fragment297.csv,22.24,28.73,2.26,-3.56,0.27,0.56,0.35,15.10,7.37
processed_data/file3_fragments/fragment298.csv,26.97,29.38,1.62,-2.09,0.10,0.51,0.39,12.74,2.91
processed_data/file3_fragments/fragment299.csv,0.44,11.70,6.50,-6.50,0.96,0.03,0.03,2.26,1.82
processed_data/file3_fragments/fragment300.csv,0.21,10.10,10.10,-10.10,0.98,0.02,0.02,1.47,2.13
processed_data/file3_fragments/fragment301.csv,3.11,13.56,1.40,-1.77,0.78,0.14,0.11,5.65,1.43
processed_data/file3_fragments/fragment302.csv,11.13,31.16,1.18,-1.79,0.65,0.21,0.14,15.99,1.42
processed_data/file3_fragments/fragment303.csv,15.64,21.01,1.45,-1.22,0.31,0.38,0.46,9.88,1.90
processed_data/file3_fragments/fragment304.csv,0.25,13.38,2.96,-7.40,0.98,0.02,0.01,1.84,1.04
processed_data/file3_fragments/fragment305.csv,11.25,14.20,14.20,-14.20,0.21,0.02,0.02,5.81,2.81
processed_data/file3_fragments/fragment306.csv,3.85,14.20,14.20,-3.55,0.75,0.14,0.57,6.41,7.84
processed_data/file3_fragments/fragment307.csv,8.11,14.20,14.20,-14.20,0.43,0.17,0.17,7.59,8.98
processed_data/file3_fragments/fragment308.csv,1.46,16.30,2.94,-20.60,0.91,0.09,0.01,4.76,2.76
processed_data/file3_fragments/fragment309.csv,14.92,24.87,8.80,-26.40,0.40,0.75,0.25,13.65,20.56
processed_data/file3_fragments/fragment310.csv,39.30,39.62,1.49,-2.27,0.01,0.47,0.31,12.39,4.11
processed_data/file3_fragments/fragment311.csv,0.67,13.01,4.47,-2.98,0.95,0.02,0.03,2.90,1.24
processed_data/file3_fragments/fragment312.csv,1.31,19.07,2.00,-3.25,0.93,0.04,0.03,4.94,1.08
processed_data/file3_fragments/fragment313.csv,1.40,16.79,4.04,-2.89,0.92,0.05,0.07,4.64,1.65
processed_data/file3_fragments/fragment314.csv,41.30,42.86,0.92,-1.23,0.04,0.49,0.36,11.34,1.56
processed_data/file3_fragments/fragment315.csv,11.71,20.48,2.32,-3.19,0.44,0.35,0.26,10.56,3.42
processed_data/file3_fragments/fragment316.csv,16.35,19.45,1.52,-1.30,0.20,0.41,0.48,6.98,1.99
processed_data/file3_fragments/fragment317.csv,23.97,28.42,1.62,-2.84,0.16,0.51,0.29,12.85,6.05
processed_data/file3_fragments/fragment318.csv,20.07,26.96,2.37,-3.90,0.28,0.50,0.30,16.10,3.73
processed_data/file3_fragments/fragment319.csv,22.01,37.77,1.20,-1.89,0.42,0.32,0.20,20.18,1.85
processed_data/file3_fragments/fragment320.csv,7.18,22.22,2.16,-2.16,0.68,0.16,0.16,11.08,2.03
processed_data/file3_fragments/fragment321.csv,30.51,37.38,1.48,-1.53,0.18,0.39,0.38,17.64,2.34
processed_data/file3_fragments/fragment322.csv,31.15,40.66,1.56,-1.84,0.24,0.41,0.34,20.52,2.18
processed_data/file3_fragments/fragment323.csv,14.82,32.08,1.57,-3.56,0.54,0.33,0.15,17.11,3.46
processed_data/file3_fragments/fragment324.csv,27.03,32.11,1.28,-1.46,0.16,0.39,0.34,13.90,2.13
processed_data/file3_fragments/fragment325.csv,27.15,37.74,1.59,-2.33,0.28,0.41,0.28,19.10,4.67
processed_data/file3_fragments/fragment326.csv,42.24,44.68,1.28,-1.18,0.06,0.43,0.47,16.21,1.94
processed_data/file3_fragments/fragment327.csv,31.05,38.12,1.17,-1.75,0.20,0.49,0.33,21.16,2.65
processed_data/file3_fragments/fragment328.csv,57.27,58.65,2.43,-2.32,0.03,0.47,0.49,19.89,5.72
processed_data/file3_fragments/fragment329.csv,43.53,47.32,1.39,-2.24,0.09,0.56,0.35,20.31,2.90
processed_data/file3_fragments/fragment330.csv,39.51,48.40,1.40,-2.00,0.18,0.48,0.33,23.14,2.28
processed_data/file3_fragments/fragment331.csv,32.23,46.17,1.43,-2.31,0.30,0.40,0.25,24.02,2.31
processed_data/file3_fragments/fragment332.csv,53.41,65.30,1.31,-1.39,0.18,0.41,0.39,30.25,1.93
processed_data/file3_fragments/fragment333.csv,35.43,45.33,1.74,-3.29,0.22,0.52,0.27,24.02,3.02
processed_data/file3_fragments/fragment334.csv,26.53,32.99,25.70,-3.21,0.21,0.11,0.89,17.14,12.98
processed_data/file3_fragments/fragment335.csv,44.61,47.37,1.58,-1.73,0.06,0.48,0.44,17.02,2.03
processed_data/file3_fragments/fragment336.csv,27.72,47.70,2.90,-2.41,0.42,0.26,0.31,26.81,4.12
processed_data/file3_fragments/fragment337.csv,64.61,68.76,1.54,-1.87,0.06,0.48,0.39,22.92,4.61
processed_data/file3_fragments/fragment338.csv,28.83,38.23,58.80,-4.90,0.27,0.07,0.86,19.75,17.16
processed_data/file3_fragments/fragment339.csv,48.08,56.96,1.58,-2.86,0.16,0.55,0.30,29.96,5.94
processed_data/file3_fragments/fragment340.csv,22.53,26.98,1.95,-1.89,0.19,0.43,0.45,11.45,3.51
processed_data/file3_fragments/fragment341.csv,31.53,35.67,1.93,-1.73,0.12,0.40,0.45,17.63,3.55
processed_data/file3_fragments/fragment342.csv,45.04,47.09,1.41,-1.96,0.04,0.54,0.39,19.91,3.45
processed_data/file3_fragments/fragment343.csv,11.17,26.79,1.49,-2.12,0.59,0.25,0.18,14.98,1.89
processed_data/file3_fragments/fragment344.csv,41.34,54.31,1.64,-1.92,0.24,0.41,0.35,27.00,3.00
processed_data/file3_fragments/fragment345.csv,15.23,18.84,1.79,-1.88,0.24,0.43,0.41,7.29,2.60
processed_data/file3_fragments/fragment346.csv,13.90,23.46,2.26,-2.24,0.42,0.29,0.29,12.90,3.60
processed_data/file3_fragments/fragment347.csv,30.53,47.85,1.12,-2.64,0.36,0.41,0.17,26.73,3.56
processed_data/file3_fragments/fragment348.csv,4.95,nan,1.72,-1.43,1.00,0.33,0.40,3.07,2.14
processed_data/file3_fragments/fragment349.csv,37.10,38.42,1.35,-1.80,0.04,0.53,0.40,16.13,2.73
processed_data/file3_fragments/fragment350.csv,10.39,21.50,1.66,-3.54,0.53,0.35,0.17,11.13,2.35
processed_data/file3_fragments/fragment351.csv,0.03,nan,0.10,-0.10,1.00,0.33,0.33,0.05,0.10
processed_data/file3_fragments/fragment352.csv,24.91,28.79,1.67,-2.93,0.16,0.63,0.36,13.78,2.73
processed_data/file3_fragments/fragment353.csv,40.38,41.57,1.38,-2.19,0.03,0.53,0.34,14.13,3.23
processed_data/file3_fragments/fragment354.csv,26.27,34.29,1.93,-3.16,0.23,0.50,0.30,15.94,6.24
processed_data/file3_fragments/fragment355.csv,17.03,21.70,1.85,-2.43,0.30,0.54,0.41,9.69,2.85
processed_data/file3_fragments/fragment356.csv,9.52,48.28,66.30,-2.55,0.80,0.01,0.19,20.66,5.89
processed_data/file3_fragments/fragment357.csv,19.17,29.67,2.70,-2.47,0.36,0.32,0.35,16.55,2.88
processed_data/file3_fragments/fragment358.csv,83.36,91.44,0.82,-1.20,0.09,0.46,0.32,29.82,1.93
processed_data/file3_fragments/fragment359.csv,61.41,68.43,0.97,-1.01,0.10,0.39,0.38,26.21,2.25
processed_data/file3_fragments/fragment360.csv,27.64,32.42,1.23,-1.72,0.16,0.51,0.36,14.82,2.10
processed_data/file3_fragments/fragment361.csv,14.26,18.00,1.82,-2.22,0.24,0.49,0.40,7.99,3.18
processed_data/file3_fragments/fragment362.csv,18.88,46.66,2.28,-3.07,0.60,0.21,0.15,24.56,2.49
processed_data/file3_fragments/fragment363.csv,6.73,26.49,2.54,-4.62,0.75,0.16,0.09,11.96,3.14
processed_data/file3_fragments/fragment364.csv,12.71,29.04,2.99,-41.90,0.56,0.45,0.03,15.87,8.11
processed_data/file3_fragments/fragment365.csv,3.27,12.60,6.30,-12.60,0.83,0.40,0.20,5.36,7.73
processed_data/file3_fragments/fragment366.csv,35.55,40.09,2.71,-2.01,0.11,0.38,0.52,16.06,5.72
processed_data/file3_fragments/fragment367.csv,1.77,14.86,5.73,-5.73,0.88,0.07,0.07,4.92,2.96
processed_data/file3_fragments/fragment368.csv,1.63,10.49,2.85,-5.70,0.86,0.08,0.04,3.81,2.12
